Date,Location,Temperature,Rainfall,Humidity,Water_source_quality,Sanitation_facilities,Population_density,Access_to_healthcare,Previous_outbreak_history,Reported_cases
2025-04-18,Reyesburgh,24.0,18.1,49.6,Safe,Improved,1979,5.6,3,1
2023-11-02,South Nicoleborough,29.4,8.6,85.0,Safe,Improved,8364,29.5,2,2
2023-08-24,West Matthew,24.2,20.9,89.2,Unsafe,Improved,6489,11.5,2,6
2023-10-30,South Tiffany,34.5,3.6,79.0,Safe,Unimproved,8551,20.8,4,8
2023-12-26,Kimberlyborough,27.1,2.4,52.5,Safe,Unimproved,9116,15.3,3,4
2024-06-15,Maryport,17.4,7.8,73.0,Unsafe,Unimproved,9480,10.3,1,11
2024-05-28,Christopherland,21.4,25.1,57.0,Safe,Improved,1876,3.6,3,3
2023-05-21,Brendabury,22.4,23.3,67.1,Safe,Unimproved,3293,4.9,1,1
2024-08-02,East Joelburgh,27.2,17.0,64.5,Safe,Unimproved,6135,2.3,2,5
2025-02-01,Adamschester,24.7,3.2,64.9,Safe,Improved,8780,2.5,1,2
2024-07-05,New Jeffreyport,22.3,60.3,74.0,Unsafe,Improved,3412,6.0,0,10
2023-11-18,New William,23.7,24.1,41.0,Safe,Improved,5636,5.5,3,1
2025-05-10,Peterberg,39.4,0.2,57.8,Safe,Unimproved,9434,29.8,4,10
2024-04-02,Sydneymouth,21.0,5.2,88.4,Safe,Improved,7959,28.3,2,0
2024-11-02,Mooreberg,31.0,14.5,54.9,Unsafe,Unimproved,4342,1.2,4,13
2023-07-18,Lake Zachary,38.2,22.1,75.7,Unsafe,Improved,5797,27.8,1,6
2024-02-12,North Jaredchester,20.5,10.3,86.3,Safe,Improved,385,25.6,0,0
2024-03-20,East Robertfurt,26.9,19.8,80.7,Safe,Improved,5516,11.6,1,1
2024-12-01,North Kyle,27.8,4.6,45.6,Unsafe,Unimproved,7995,15.5,1,6
2024-08-17,West Jeffrey,21.4,1.2,58.2,Safe,Unimproved,8578,0.9,4,7
2024-09-05,West Melissaberg,15.4,19.9,69.1,Safe,Improved,4401,20.9,2,1
2024-01-31,South Cody,34.0,17.0,51.4,Safe,Unimproved,4227,3.2,3,5
2024-09-21,Morrisshire,22.2,3.7,50.5,Safe,Unimproved,9670,25.9,4,13
2024-04-19,Palmerchester,29.3,10.9,89.4,Unsafe,Improved,2633,6.8,2,4
2024-10-16,Robertberg,20.2,11.0,56.0,Safe,Improved,128,19.2,0,0
2025-02-06,Stephenport,22.4,0.9,81.0,Safe,Unimproved,1351,23.7,0,3
2024-03-14,Brendaland,25.4,13.7,44.8,Unsafe,Improved,1653,13.0,4,8
2024-10-20,Romanborough,21.3,20.6,47.9,Unsafe,Unimproved,2814,4.7,0,5
2024-05-30,Tanyafurt,31.6,9.1,84.6,Safe,Unimproved,2684,0.9,3,6
2024-05-01,Tinashire,33.7,30.4,82.0,Unsafe,Improved,6925,21.0,3,15
2024-03-10,Lake Tiffany,24.4,7.1,66.8,Unsafe,Unimproved,291,16.4,1,6
2024-01-27,South Charlesland,30.1,4.1,40.7,Safe,Unimproved,496,13.9,0,6
2025-01-27,East Katrinashire,27.2,0.8,55.1,Unsafe,Improved,7900,10.3,0,7
2024-11-21,Baxterport,32.6,54.2,71.9,Safe,Improved,9848,19.1,2,10
2024-12-07,Lake Javierland,19.6,7.7,73.9,Unsafe,Unimproved,710,16.2,0,10
2024-12-11,Lake Abigail,25.8,9.0,88.8,Unsafe,Unimproved,5102,14.5,0,5
2024-04-03,West Christopherton,22.0,5.5,44.4,Safe,Improved,5461,15.7,2,1
2024-08-10,Hernandezberg,29.0,5.9,76.2,Safe,Unimproved,4950,7.1,0,2
2023-09-18,Tannerburgh,27.5,6.3,46.0,Unsafe,Unimproved,5810,9.4,4,12
2023-09-09,South Davidfurt,35.8,16.6,46.6,Unsafe,Unimproved,5475,26.7,4,12
2024-07-05,West Tracimouth,22.2,37.1,51.0,Safe,Improved,2144,5.9,0,0
2024-08-11,Paigemouth,30.6,44.1,86.5,Unsafe,Improved,1019,9.2,4,9
2023-10-12,Tranhaven,28.6,10.1,52.9,Unsafe,Unimproved,3111,7.6,3,7
2023-10-05,East Tonya,28.0,16.3,72.7,Safe,Unimproved,3667,20.2,3,2
2024-06-23,South William,30.1,51.3,54.6,Safe,Unimproved,8293,18.2,3,7
2024-03-17,Lake Oscar,23.5,1.1,50.9,Safe,Unimproved,7763,14.9,0,2
2025-04-09,Shelbyhaven,26.7,9.0,79.9,Safe,Improved,5391,9.0,3,6
2023-06-15,Parkerborough,33.2,31.8,42.6,Unsafe,Improved,7686,9.1,3,4
2023-07-06,South David,32.8,37.9,69.5,Safe,Unimproved,935,7.0,4,10
2024-09-07,Waterston,30.0,93.2,66.7,Safe,Unimproved,6532,24.6,4,5
2024-06-11,Melissaberg,26.0,66.1,68.8,Safe,Improved,6955,3.2,3,7
2023-09-17,Hessville,31.4,4.8,44.7,Unsafe,Improved,2654,4.2,4,7
2023-11-27,Blankenshipmouth,32.7,8.5,64.3,Unsafe,Unimproved,4301,10.6,4,11
2023-07-19,South Lisa,25.9,12.2,47.5,Safe,Unimproved,6564,14.7,4,7
2023-07-05,Roblesborough,23.5,0.3,56.7,Safe,Improved,5559,24.9,1,0
2023-10-27,Brycetown,18.0,3.9,85.7,Unsafe,Improved,3551,9.9,2,5
2024-08-26,Ryanland,25.5,16.5,52.4,Safe,Improved,3129,27.2,2,3
2024-07-16,North Ryan,33.4,11.6,67.4,Unsafe,Improved,2162,1.7,3,9
2023-06-18,Lake Donaldside,27.1,3.6,40.6,Safe,Unimproved,7120,9.9,2,3
2023-10-02,Adamsburgh,25.8,19.0,60.1,Unsafe,Unimproved,2403,15.2,4,11
2025-01-19,South Lindsey,28.6,3.1,78.2,Unsafe,Unimproved,307,7.9,3,15
2024-08-27,New Brian,30.3,11.6,44.8,Unsafe,Improved,2083,2.4,1,3
2024-07-14,Collinshaven,20.8,18.6,55.3,Safe,Improved,3289,9.3,1,2
2024-11-16,Kennethchester,30.2,0.8,47.6,Safe,Unimproved,9929,2.3,2,12
2024-03-03,Scottborough,24.4,46.9,76.3,Safe,Improved,6272,2.4,4,2
2024-07-17,Anneview,30.1,16.7,82.5,Safe,Improved,4305,30.0,3,8
2025-05-05,Bakerfurt,30.1,20.1,58.7,Unsafe,Unimproved,561,25.2,3,10
2024-08-12,Port Codymouth,20.7,27.4,60.6,Unsafe,Unimproved,7136,8.2,2,10
2025-04-22,Port Kimberly,26.0,19.0,81.7,Unsafe,Unimproved,6141,17.9,3,10
2023-09-05,Clarkhaven,34.2,11.5,70.6,Safe,Unimproved,4316,24.5,1,3
2023-09-11,West Shaun,30.3,24.3,54.6,Safe,Improved,9411,13.1,4,5
2024-12-23,Bridgetmouth,25.4,30.5,48.1,Unsafe,Unimproved,5107,23.7,1,10
2023-07-20,Martinezberg,26.8,16.4,82.3,Unsafe,Improved,5068,15.7,0,4
2024-02-10,Danielport,27.3,21.7,48.9,Safe,Unimproved,5108,27.1,4,12
2024-10-07,Port Catherine,26.9,17.2,74.3,Unsafe,Improved,5952,11.4,3,5
2025-04-22,East Andrewhaven,31.1,32.7,80.0,Safe,Unimproved,6012,8.6,2,6
2024-09-24,Garystad,31.5,0.8,78.7,Unsafe,Improved,4845,3.7,0,9
2023-09-20,New Alan,21.8,53.3,64.4,Unsafe,Unimproved,8043,9.6,3,14
2024-01-27,North David,30.2,3.4,41.6,Safe,Improved,7341,27.7,4,4
2024-10-06,New Randystad,22.6,23.1,42.9,Unsafe,Unimproved,4833,10.9,2,8
2023-10-28,Langview,28.0,49.1,60.6,Safe,Improved,5806,7.3,0,0
2024-04-07,Port Jamesstad,25.4,23.5,89.7,Safe,Improved,3506,2.8,1,3
2025-01-22,Angelatown,24.2,9.6,67.6,Safe,Unimproved,7605,10.4,1,1
2023-10-01,Johnmouth,35.9,3.7,66.5,Safe,Improved,9609,21.9,1,4
2023-05-26,South William,19.4,29.8,89.5,Unsafe,Unimproved,1942,19.5,3,15
2024-12-11,Bestburgh,30.0,5.3,62.3,Unsafe,Unimproved,7222,10.5,0,7
2023-10-19,Kaylashire,28.2,53.4,54.5,Unsafe,Unimproved,6067,18.3,1,17
2023-09-29,Hallberg,36.8,36.3,77.9,Safe,Improved,781,2.5,4,5
2024-12-08,Riggsstad,41.0,19.9,85.4,Safe,Unimproved,4090,17.1,1,9
2023-07-14,Travisview,30.5,8.2,85.1,Unsafe,Improved,9048,23.3,4,10
2024-02-12,New Edwardview,34.2,50.2,42.0,Safe,Improved,3834,3.3,3,5
2024-05-31,Michaelport,36.5,30.9,43.4,Safe,Unimproved,5279,1.0,1,10
2025-04-06,Serranoside,28.6,33.1,51.6,Safe,Unimproved,6728,7.8,0,5
2023-05-12,Wardstad,27.6,1.2,70.1,Unsafe,Improved,5150,11.3,3,4
2023-09-25,Adriennemouth,26.8,13.7,50.9,Safe,Improved,8388,19.2,4,1
2024-04-01,Conniestad,21.6,54.5,44.2,Safe,Improved,2161,10.8,4,4
2025-05-11,Howellborough,31.7,0.5,54.8,Unsafe,Unimproved,3772,22.8,0,8
2024-10-01,East Stephanie,37.3,19.1,68.9,Safe,Unimproved,7686,25.5,2,6
2023-10-14,Lake Robertborough,27.8,11.3,49.4,Unsafe,Unimproved,8052,27.1,1,6
2023-07-20,Garciaborough,26.2,24.1,41.4,Safe,Improved,8194,24.7,4,6
2025-01-16,East Lori,32.0,15.9,84.4,Safe,Unimproved,7903,1.1,3,11
2024-06-16,Lake Kathleen,32.2,10.4,62.5,Safe,Improved,4523,22.0,0,0
2024-04-08,West Dannyhaven,37.5,0.1,76.1,Safe,Unimproved,5302,6.5,2,12
2024-07-24,Crystalside,23.4,30.0,40.7,Safe,Improved,8679,25.1,2,1
2024-04-05,Christineberg,29.8,10.4,67.7,Unsafe,Unimproved,8200,27.9,0,4
2025-03-18,West Thomas,30.5,4.1,88.6,Safe,Improved,8918,10.9,4,6
2024-06-15,North Craig,28.7,52.2,54.1,Unsafe,Unimproved,4400,25.9,3,12
2025-05-01,West Jennifershire,33.6,20.6,58.0,Unsafe,Improved,5054,21.0,4,13
2025-01-20,Davidburgh,32.0,17.5,73.7,Safe,Unimproved,4073,21.1,2,5
2024-07-19,Elizabethmouth,40.7,49.4,49.8,Unsafe,Improved,8801,4.1,1,10
2024-07-01,Brockfurt,33.7,31.0,55.5,Safe,Improved,6721,28.8,0,1
2024-12-07,Port Kathrynburgh,31.1,11.2,63.0,Safe,Improved,7341,3.5,4,2
2024-05-09,Briannahaven,26.4,5.7,61.5,Safe,Improved,3030,15.4,4,5
2024-10-20,Meyermouth,30.6,23.1,77.7,Safe,Unimproved,4221,21.3,2,11
2025-02-25,Anatown,30.5,48.9,76.8,Safe,Unimproved,4965,1.9,2,10
2023-09-15,West Joe,25.7,19.0,67.9,Safe,Unimproved,1209,15.5,1,7
2023-07-05,Whitneyton,29.6,3.9,60.7,Unsafe,Improved,7024,27.2,4,9
2023-12-12,Muellerview,28.0,10.7,70.2,Safe,Unimproved,4445,29.6,2,1
2023-10-02,East Michelleport,31.5,5.5,76.8,Safe,Improved,7589,25.3,3,5
2024-08-08,Amyside,33.1,23.1,45.5,Unsafe,Improved,3150,4.4,4,14
2023-09-27,Robertland,24.5,4.3,52.4,Unsafe,Improved,6213,3.2,4,11
2023-08-22,New Kristina,25.7,6.7,77.8,Safe,Unimproved,8831,25.5,2,4
2024-11-30,South Christopherstad,19.0,37.7,80.9,Safe,Unimproved,1632,20.4,0,3
2024-06-19,Sheltonfort,26.3,0.3,87.0,Safe,Unimproved,2395,6.3,1,6
2023-08-12,North Amanda,25.2,57.6,53.1,Safe,Improved,6161,18.4,0,4
2023-12-07,Port Anthonymouth,25.2,12.9,44.0,Safe,Improved,4014,1.5,3,3
2024-04-21,South Wesley,29.8,4.8,62.8,Unsafe,Unimproved,9463,28.1,1,7
2025-02-02,Port Sarah,25.9,10.4,85.3,Safe,Improved,4798,9.3,4,3
2023-12-05,Port John,23.7,15.1,73.4,Safe,Unimproved,9641,9.6,2,3
2025-04-30,West Anne,28.9,11.8,55.0,Safe,Unimproved,5967,5.2,2,8
2023-10-30,Lake Erikamouth,27.3,37.5,45.6,Unsafe,Improved,1927,12.0,2,6
2024-09-21,Morrisonside,19.9,2.1,85.4,Safe,Improved,2166,15.2,2,2
2024-08-04,New Zachary,27.3,14.2,83.2,Safe,Improved,1028,29.9,3,2
2024-02-07,Gomezside,22.9,1.3,77.3,Safe,Improved,2936,22.9,4,2
2023-09-08,Austinland,18.1,8.8,41.5,Unsafe,Improved,6527,29.8,3,3
2025-04-20,Harveyview,25.2,0.6,42.0,Unsafe,Improved,1953,8.1,4,7
2024-09-23,New Marcus,33.3,21.0,60.7,Unsafe,Improved,2693,26.6,1,2
2024-04-18,Lake Nicholasport,23.5,7.6,89.8,Safe,Improved,1029,28.2,2,1
2024-05-06,Port Robert,26.5,58.9,49.2,Unsafe,Unimproved,4234,3.9,3,13
2023-11-27,Jimenezbury,31.0,4.5,61.4,Safe,Unimproved,1192,22.3,3,13
2024-10-26,East Susan,22.2,1.6,42.6,Safe,Improved,3301,10.3,1,0
2025-05-07,Whiteview,35.9,20.8,84.2,Unsafe,Unimproved,9836,27.0,2,19
2025-04-17,Dicksonfurt,24.7,7.4,55.7,Unsafe,Improved,3146,8.1,0,3
2024-05-25,Port Emily,34.1,31.6,57.7,Safe,Improved,3944,20.4,0,4
2023-08-31,Port Patriciaberg,32.6,23.1,53.5,Safe,Unimproved,4461,9.1,0,5
2024-05-17,South Kimberly,34.0,3.6,55.9,Unsafe,Unimproved,8005,5.2,4,14
2024-07-25,Lake Michael,25.0,7.6,82.8,Safe,Unimproved,5951,25.2,3,5
2024-03-09,East Dominique,29.5,8.5,44.8,Safe,Unimproved,5559,11.2,2,6
2024-04-17,Ayerschester,22.7,3.7,68.4,Unsafe,Improved,1891,24.4,0,4
2024-03-28,North Lori,37.2,4.6,44.7,Safe,Unimproved,1064,6.9,0,6
2024-04-01,West Jeremiah,30.3,2.1,46.3,Safe,Unimproved,4638,10.6,1,4
2024-10-27,Jonathanmouth,28.6,7.2,71.2,Unsafe,Unimproved,5484,24.8,4,8
2025-02-15,Lake Kristenburgh,20.1,9.7,84.9,Safe,Improved,248,12.0,2,2
2024-08-13,Lake Lindaberg,27.0,7.3,85.2,Unsafe,Unimproved,146,9.1,4,9
2023-09-05,Gallagherview,30.8,20.2,61.0,Unsafe,Improved,1316,25.1,0,9
2023-10-24,Ibarraview,20.9,16.3,64.2,Unsafe,Improved,7432,2.7,3,10
2025-01-17,North Vanessa,28.3,54.6,47.4,Safe,Unimproved,3715,13.5,3,12
2023-09-02,North Kristinport,32.9,39.9,86.0,Safe,Improved,4193,0.9,4,5
2024-06-26,Klineberg,26.1,4.8,53.8,Unsafe,Improved,1696,5.8,2,6
2023-08-12,Jonathanshire,20.7,10.1,74.7,Unsafe,Unimproved,9207,16.3,2,9
2023-10-12,Port Amanda,30.5,24.6,77.5,Safe,Unimproved,1771,10.5,0,7
2025-05-08,Luceroport,22.5,3.5,48.3,Unsafe,Improved,1156,0.9,0,5
2024-10-26,Port Derek,35.2,58.5,69.0,Safe,Improved,7307,25.1,3,10
2025-03-22,Port David,20.5,20.9,72.1,Unsafe,Improved,3649,23.5,4,8
2024-06-05,Jessicafort,34.9,6.1,83.7,Unsafe,Improved,3990,17.8,0,5
2023-11-22,Lake Richardhaven,34.2,12.8,48.6,Unsafe,Improved,3614,11.1,0,9
2024-10-28,North Carolynton,24.9,10.6,50.8,Unsafe,Unimproved,2386,2.8,4,12
2025-04-23,West Dustinton,28.4,17.5,55.2,Unsafe,Unimproved,8624,3.9,3,10
2023-07-17,Lake Jessica,22.1,22.3,67.9,Safe,Improved,1190,29.9,4,0
2024-11-07,East Evanfurt,25.4,16.2,66.3,Unsafe,Unimproved,1197,1.9,2,12
2024-06-27,Michelleborough,23.8,62.3,67.1,Unsafe,Unimproved,2547,15.8,2,18
2023-12-15,Lake Christophermouth,24.5,84.8,45.2,Unsafe,Unimproved,2079,27.0,1,11
2024-11-26,Weissburgh,35.1,21.2,89.2,Safe,Unimproved,2049,11.6,2,5
2025-04-16,Youngville,27.2,0.6,78.2,Unsafe,Improved,7007,28.0,1,8
2023-09-25,South Jesusside,27.5,15.5,58.4,Unsafe,Improved,8197,23.0,1,6
2024-01-26,Mirandaville,26.2,0.6,54.2,Unsafe,Improved,2014,21.4,2,5
2024-08-26,Dennisbury,24.6,16.8,59.4,Safe,Unimproved,5667,5.2,3,3
2024-04-28,Butlerberg,22.6,4.7,84.0,Safe,Improved,4245,9.6,3,4
2023-10-25,West Vanessa,28.2,11.2,85.8,Safe,Improved,6460,29.7,2,1
2025-02-14,Nicoleville,36.0,14.2,70.8,Safe,Unimproved,2783,5.8,2,5
2025-05-01,South Brandontown,21.9,29.7,59.8,Safe,Improved,5622,8.4,4,4
2024-03-22,North Steveside,31.8,12.9,46.3,Safe,Improved,7086,10.4,2,1
2024-08-09,Schwartzbury,33.1,4.5,78.9,Safe,Improved,4101,9.0,4,8
2025-02-23,Alanside,26.9,5.7,86.1,Unsafe,Unimproved,7127,29.4,1,11
2025-04-30,West Johnfort,19.2,17.7,85.9,Safe,Unimproved,4751,25.6,3,5
2024-07-03,North Samuel,25.6,0.8,77.8,Unsafe,Improved,2160,3.5,4,8
2023-07-26,Murphyberg,29.8,52.6,87.4,Unsafe,Unimproved,9951,15.8,4,18
2025-01-01,Youngville,35.4,44.0,77.4,Unsafe,Improved,1039,27.1,3,12
2024-04-20,Michaelfurt,23.5,20.4,76.8,Safe,Unimproved,1814,25.5,3,4
2024-03-04,Poolestad,30.4,21.9,52.9,Safe,Improved,242,21.9,0,8
2024-06-23,Mcgeestad,30.4,41.6,83.3,Unsafe,Improved,3405,16.3,1,5
2024-11-10,East James,28.8,4.8,66.6,Safe,Unimproved,9578,13.5,4,9
2024-07-11,Patrickport,29.6,8.4,62.2,Unsafe,Unimproved,2780,11.0,0,7
2024-02-09,West Joel,22.6,14.9,56.3,Safe,Improved,7978,9.2,2,3
2024-02-22,East Teresa,28.6,9.6,49.9,Unsafe,Improved,5997,8.6,3,7
2023-11-24,North Brettborough,29.7,0.3,78.2,Unsafe,Improved,2873,8.8,2,3
2023-09-27,East Kristin,22.3,11.6,87.1,Safe,Unimproved,6635,16.1,1,8
2025-01-31,Fitzgeraldview,39.4,4.3,88.0,Safe,Improved,8534,21.1,3,5
2023-06-08,Davidburgh,23.9,8.9,60.1,Safe,Unimproved,2394,15.4,1,5
2024-03-03,West Sean,26.3,12.5,82.4,Safe,Unimproved,619,28.6,3,9
2024-07-27,Port Jessica,37.1,33.1,81.8,Unsafe,Unimproved,859,2.9,2,12
2024-02-25,North Kellitown,29.9,11.5,56.3,Safe,Improved,8071,28.8,1,1
2023-10-25,Lake Gailstad,36.3,62.0,76.0,Unsafe,Improved,8134,29.7,0,13
2025-03-11,Mitchellton,25.2,13.5,46.8,Safe,Unimproved,4275,16.5,2,5
2024-07-11,Aliciafort,27.0,59.4,63.5,Safe,Improved,1487,14.5,1,3
2024-12-06,Wagnerchester,20.9,0.0,57.5,Unsafe,Unimproved,3899,3.1,0,5
2024-05-23,North Maryfurt,35.1,0.8,43.2,Safe,Unimproved,234,13.2,0,7
2024-02-04,Port Barbarafurt,27.9,0.5,60.4,Unsafe,Unimproved,6646,18.5,2,5
2023-08-13,Lake Leslie,33.1,4.0,45.9,Safe,Unimproved,6257,5.6,0,0
2024-01-12,East Bruce,34.6,9.3,80.0,Unsafe,Unimproved,6841,5.3,2,7
2025-05-06,Rodriguezshire,29.8,54.0,85.6,Safe,Unimproved,3097,16.0,3,15
2025-03-18,West Codyshire,25.0,0.1,59.0,Safe,Unimproved,6481,14.2,4,4
2024-12-03,Jenniferville,28.6,2.1,40.7,Safe,Unimproved,6148,22.3,1,6
2023-06-23,Millerport,31.1,8.5,61.5,Unsafe,Improved,3368,1.9,2,9
2024-11-24,Miguelshire,25.9,8.2,63.2,Safe,Improved,4589,29.0,3,1
2024-09-27,Lake Rachelville,27.6,12.3,77.6,Unsafe,Improved,6610,27.2,3,7
2023-08-19,Gutierrezside,39.4,30.1,44.0,Unsafe,Unimproved,4226,23.6,0,5
2025-01-01,Petersberg,21.6,1.5,65.8,Unsafe,Improved,1670,21.3,3,7
2024-12-04,Lake Molly,28.8,15.3,73.5,Safe,Unimproved,4030,8.5,2,5
2024-03-13,West Tashaside,38.6,58.8,72.3,Safe,Improved,7491,28.9,3,6
2023-06-27,New Robertburgh,18.2,74.0,41.6,Safe,Unimproved,7869,2.1,2,11
2025-02-28,New Jenniferburgh,22.8,3.4,63.6,Unsafe,Improved,3584,11.8,4,8
2024-09-14,East Tanya,29.3,19.5,50.6,Safe,Improved,6225,13.4,0,0
2023-11-22,East James,24.4,36.3,81.0,Safe,Improved,1889,7.9,4,4
2024-09-18,Carolville,20.2,2.4,74.4,Safe,Unimproved,2827,1.7,0,4
2025-02-15,North Melinda,26.9,30.2,50.9,Unsafe,Improved,1970,22.9,1,2
2023-12-31,South Kimberlyfurt,29.2,53.2,46.8,Unsafe,Unimproved,3559,23.8,0,11
2025-04-07,East Alexis,33.9,26.2,88.0,Safe,Unimproved,4160,9.2,0,2
2025-01-16,Port Philipmouth,24.8,36.7,67.7,Safe,Improved,760,16.0,3,2
2024-08-23,Rebeccaberg,11.3,12.0,66.9,Safe,Unimproved,1916,13.2,3,3
2025-01-26,North Cindy,27.2,20.0,68.9,Unsafe,Unimproved,276,11.1,2,10
2025-02-03,North Derrick,30.5,63.9,68.8,Safe,Unimproved,4448,24.6,0,6
2024-01-20,Willisville,37.6,19.6,62.8,Safe,Improved,7624,16.1,4,9
2024-09-04,Hintonshire,21.3,15.7,53.4,Unsafe,Improved,5009,18.0,1,5
2025-03-07,Bushhaven,25.2,24.9,55.5,Unsafe,Improved,6670,29.8,0,7
2023-09-29,Holmesmouth,33.8,28.1,70.7,Unsafe,Unimproved,599,22.0,4,13
2024-01-17,West Williamton,25.5,1.1,58.7,Safe,Improved,9434,23.8,3,3
2025-02-13,North Dianaside,25.8,9.6,52.7,Unsafe,Unimproved,5699,2.4,1,8
2023-06-22,East Kennethchester,25.9,25.9,72.9,Safe,Improved,4909,12.3,1,0
2024-01-12,Patrickfort,27.4,21.0,84.7,Safe,Improved,1026,8.4,3,3
2023-08-07,Lake Michaelstad,20.8,0.1,89.4,Safe,Unimproved,9656,10.6,3,2
2023-05-30,Allenville,29.8,2.8,87.9,Unsafe,Improved,5288,11.6,1,4
2023-08-09,Lake Sharon,14.1,2.0,59.9,Unsafe,Improved,140,25.9,1,5
2024-02-08,Cobbville,29.4,28.0,83.5,Safe,Improved,1942,8.6,2,4
2025-04-17,South Michaeltown,22.4,8.0,85.5,Safe,Improved,7373,17.8,1,0
2025-02-23,Murraystad,31.7,37.1,85.4,Safe,Improved,7394,9.9,0,1
2024-03-20,Lake Christopherfort,27.7,31.9,50.3,Safe,Unimproved,970,19.1,1,5
2025-02-23,West Patriciaville,22.2,49.5,40.3,Unsafe,Unimproved,6466,22.6,3,6
2023-06-17,Tamaramouth,29.2,14.7,82.8,Unsafe,Improved,2160,22.6,0,5
2024-08-25,Stevensside,20.7,0.2,55.7,Safe,Improved,7597,11.2,0,0
2024-07-28,North Patrick,23.7,3.3,73.0,Safe,Improved,9208,14.0,4,3
2024-12-01,South Karimouth,21.6,20.0,66.3,Safe,Improved,678,9.8,3,2
2024-06-30,Blackstad,26.5,4.3,64.3,Safe,Unimproved,9672,29.9,3,9
2023-12-02,Lake Christophertown,17.2,1.1,71.9,Unsafe,Improved,1988,11.3,4,13
2024-09-19,Mannhaven,23.3,25.9,65.8,Unsafe,Improved,5227,12.4,3,6
2023-11-09,New Ginastad,40.6,19.3,64.4,Safe,Improved,5525,27.2,2,2
2025-03-22,West Ambermouth,20.2,0.6,79.0,Safe,Unimproved,5634,22.6,3,14
2024-02-04,South Robert,25.3,4.2,55.5,Unsafe,Improved,2844,25.6,1,5
2023-05-12,South Jessicastad,36.3,3.2,79.3,Unsafe,Unimproved,4490,28.6,2,10
2023-06-06,South Joshuahaven,28.6,0.8,46.4,Safe,Unimproved,6139,7.7,0,3
2025-01-06,Lake Michaelmouth,32.8,35.8,40.8,Unsafe,Improved,1996,29.5,1,10
2025-03-07,Murilloport,27.1,22.5,89.6,Unsafe,Unimproved,4875,5.2,2,9
2024-11-12,South Vincent,33.5,12.5,43.6,Unsafe,Improved,2311,3.1,0,2
2024-05-25,Deanberg,25.0,58.1,59.4,Safe,Unimproved,5935,12.5,2,5
2025-05-08,North Jennifer,32.5,0.6,43.4,Safe,Improved,1432,21.2,2,3
2024-02-15,Port Jamietown,18.5,34.7,52.5,Unsafe,Unimproved,8840,5.7,2,6
2023-07-05,East Richardshire,17.2,15.4,74.9,Safe,Unimproved,7453,6.1,4,10
2025-02-20,West Diana,27.4,21.1,41.1,Unsafe,Improved,1727,16.1,4,7
2023-12-13,Omarville,33.9,8.3,49.4,Safe,Unimproved,3616,5.7,4,7
2024-04-07,South Chadport,23.9,5.5,62.6,Unsafe,Unimproved,7533,16.7,4,9
2024-02-03,West Patrickmouth,24.1,22.7,70.6,Safe,Improved,7160,27.2,1,1
2024-06-28,Jessicaberg,18.3,0.8,74.0,Unsafe,Unimproved,2600,19.0,2,9
2024-08-20,Christophertown,17.5,11.9,50.2,Unsafe,Unimproved,9601,10.9,1,7
2023-06-19,Knightshire,33.0,18.6,57.3,Unsafe,Unimproved,254,24.5,2,9
2024-06-13,North Gina,28.0,47.3,53.2,Unsafe,Unimproved,875,17.7,1,7
2024-01-01,East Kayleemouth,39.2,15.7,54.9,Unsafe,Unimproved,9017,26.9,3,10
2024-07-26,Grimesfort,28.8,20.8,59.1,Unsafe,Improved,4247,17.7,3,8
2025-04-27,Robinsonmouth,36.7,60.9,43.6,Safe,Unimproved,2673,13.2,0,10
2024-07-27,Port Valeriehaven,33.5,2.4,76.2,Unsafe,Unimproved,8088,18.0,3,11
2025-01-17,Lake Cynthiamouth,30.5,39.4,85.9,Safe,Unimproved,116,18.6,2,10
2024-09-18,Lake Georgeview,29.2,0.2,82.7,Unsafe,Unimproved,486,27.6,0,8
2024-05-12,North Carl,25.1,10.8,69.6,Unsafe,Improved,3540,4.2,2,4
2023-10-25,Meganfort,35.4,3.1,40.6,Safe,Improved,4750,17.6,3,4
2023-09-09,Wardland,31.3,60.2,80.7,Safe,Improved,4347,11.5,0,3
2025-05-09,West Natalie,26.7,12.8,74.1,Safe,Improved,1017,18.3,3,1
2023-12-25,Armstrongtown,28.9,77.5,60.0,Safe,Unimproved,6369,4.2,4,10
2024-12-17,Tracyfort,30.3,11.0,43.1,Safe,Improved,1708,18.9,1,2
2025-03-14,New Davidchester,26.3,12.2,76.2,Safe,Improved,556,12.5,3,3
2024-07-30,Lake Micheleland,18.1,1.8,51.7,Unsafe,Improved,8049,25.4,3,11
2024-07-13,Mckinneystad,23.1,8.3,45.6,Unsafe,Improved,5413,20.1,0,4
2024-04-06,East Tylermouth,19.1,5.0,54.7,Unsafe,Unimproved,9389,26.0,2,9
2024-12-02,West Xavier,29.6,0.8,70.8,Safe,Unimproved,8153,15.3,2,3
2023-11-01,Johnsonland,34.4,1.0,41.1,Unsafe,Unimproved,4232,9.5,1,13
2025-03-07,Bethanyfurt,26.8,32.1,54.7,Unsafe,Improved,4306,25.6,1,6
2024-01-19,Sharonburgh,21.1,1.2,80.5,Unsafe,Improved,8324,1.5,2,4
2023-07-06,West Jamie,19.5,19.8,56.7,Unsafe,Improved,1712,12.4,2,4
2024-08-20,North Jay,26.8,5.0,64.4,Unsafe,Improved,3430,9.1,1,2
